Text	Label
What's on your mind?	Neutral
What are we doin today?	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Did you sleep well?	Neutral
Hey, u hungry?	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
Time for your walk, let's go.	Neutral
I'm back home now.	Neutral
Let’s go outside for a bit.	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
Let’s go outside for a bit.	Neutral
Hey, u hungry?	Neutral
Need something?	Neutral
How ya feeling today?	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
Need something?	Neutral
Hey, u hungry?	Neutral
I'm back home now.	Neutral
Need something?	Neutral
What are we doin today?	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Hey, u hungry?	Neutral
What's on your mind?	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
How ya feeling today?	Neutral
What are we doin today?	Neutral
I'm back home now.	Neutral
Time for your walk, let's go.	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
Need something?	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
What's on your mind?	Neutral
Let's chill for a while.	Neutral
Let’s go outside for a bit.	Neutral
What's on your mind?	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
What's on your mind?	Neutral
How ya feeling today?	Neutral
Hey, u hungry?	Neutral
How ya feeling today?	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Let's chill for a while.	Neutral
Hey, u hungry?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
How ya feeling today?	Neutral
Let's chill for a while.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Let's chill for a while.	Neutral
Need something?	Neutral
What are we doin today?	Neutral
Did you sleep well?	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
Hey, u hungry?	Neutral
I'm back home now.	Neutral
What's on your mind?	Neutral
Time for your walk, let's go.	Neutral
Need something?	Neutral
Need something?	Neutral
What are we doin today?	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
What's on your mind?	Neutral
Did you sleep well?	Neutral
Let’s go outside for a bit.	Neutral
What's on your mind?	Neutral
Let's chill for a while.	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
Hey, u hungry?	Neutral
Hey, u hungry?	Neutral
What's on your mind?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Let's chill for a while.	Neutral
What are we doin today?	Neutral
Need something?	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
Hey, u hungry?	Neutral
I'm back home now.	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
How ya feeling today?	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
Need something?	Neutral
What are we doin today?	Neutral
Need something?	Neutral
What are we doin today?	Neutral
I'm back home now.	Neutral
I'm back home now.	Neutral
Hey, u hungry?	Neutral
Time for your walk, let's go.	Neutral
Need something?	Neutral
Hey, u hungry?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
Hey, u hungry?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Let’s go outside for a bit.	Neutral
Need something?	Neutral
Time for your walk, let's go.	Neutral
Let’s go outside for a bit.	Neutral
Need something?	Neutral
How ya feeling today?	Neutral
Let's chill for a while.	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
Need something?	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
Did you sleep well?	Neutral
Hey, u hungry?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
Need something?	Neutral
I'm back home now.	Neutral
Did you sleep well?	Neutral
Let’s go outside for a bit.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
Need something?	Neutral
Need something?	Neutral
What's on your mind?	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
Let’s go outside for a bit.	Neutral
Time for your walk, let's go.	Neutral
Let’s go outside for a bit.	Neutral
Need something?	Neutral
Need something?	Neutral
How ya feeling today?	Neutral
Need something?	Neutral
Need something?	Neutral
Let's chill for a while.	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
What's on your mind?	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Did you sleep well?	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
Need something?	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
I'm back home now.	Neutral
How ya feeling today?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
Let’s go outside for a bit.	Neutral
How ya feeling today?	Neutral
Let's chill for a while.	Neutral
Let’s go outside for a bit.	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
Need something?	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
I'm back home now.	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
What's on your mind?	Neutral
Hey, u hungry?	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
What's on your mind?	Neutral
Hey, u hungry?	Neutral
Need something?	Neutral
What are we doin today?	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
I'm back home now.	Neutral
Hey, u hungry?	Neutral
Let’s go outside for a bit.	Neutral
Let’s go outside for a bit.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
Need something?	Neutral
Time for your walk, let's go.	Neutral
Let’s go outside for a bit.	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Let’s go outside for a bit.	Neutral
Let’s go outside for a bit.	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
What are we doin today?	Neutral
Let's chill for a while.	Neutral
Let’s go outside for a bit.	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
Hey, u hungry?	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
Did you sleep well?	Neutral
What's on your mind?	Neutral
I'm back home now.	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Hey, u hungry?	Neutral
Let's chill for a while.	Neutral
Time for your walk, let's go.	Neutral
Did you sleep well?	Neutral
I'm back home now.	Neutral
What are we doin today?	Neutral
Let’s go outside for a bit.	Neutral
Need something?	Neutral
Need something?	Neutral
Let’s go outside for a bit.	Neutral
Let's chill for a while.	Neutral
Hey, u hungry?	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
Did you sleep well?	Neutral
Did you sleep well?	Neutral
What are we doin today?	Neutral
What are we doin today?	Neutral
Need something?	Neutral
Let’s go outside for a bit.	Neutral
What are we doin today?	Neutral
Hey, u hungry?	Neutral
Hey, u hungry?	Neutral
Let's chill for a while.	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
Time for your walk, let's go.	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
Need something?	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
I'm back home now.	Neutral
Hey, u hungry?	Neutral
Let’s go outside for a bit.	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
What's on your mind?	Neutral
What are we doin today?	Neutral
I'm back home now.	Neutral
How ya feeling today?	Neutral
What are we doin today?	Neutral
Need something?	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
Let’s go outside for a bit.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
Time for your walk, let's go.	Neutral
What are we doin today?	Neutral
Let's chill for a while.	Neutral
Let’s go outside for a bit.	Neutral
What are we doin today?	Neutral
Hey, u hungry?	Neutral
Did you sleep well?	Neutral
Let’s go outside for a bit.	Neutral
What's on your mind?	Neutral
How ya feeling today?	Neutral
Time for your walk, let's go.	Neutral
What's on your mind?	Neutral
Let’s go outside for a bit.	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
Hey, u hungry?	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
What's on your mind?	Neutral
Let's chill for a while.	Neutral
Let's chill for a while.	Neutral
What's on your mind?	Neutral
Did you sleep well?	Neutral
I'm back home now.	Neutral
Hey, u hungry?	Neutral
Let’s go outside for a bit.	Neutral
Hey, u hungry?	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
Need something?	Neutral
Let’s go outside for a bit.	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
Let's chill for a while.	Neutral
What are we doin today?	Neutral
How ya feeling today?	Neutral
How ya feeling today?	Neutral
Let’s go outside for a bit.	Neutral
I'm back home now.	Neutral
Let's chill for a while.	Neutral
Need something?	Neutral
What are we doin today?	Neutral
What's on your mind?	Neutral
How ya feeling today?	Neutral
Hey, u hungry?	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
How ya feeling today?	Neutral
Need something?	Neutral
Did you sleep well?	Neutral
Let's chill for a while.	Neutral
I'm back home now.	Neutral
Time for your walk, let's go.	Neutral
How ya feeling today?	Neutral
Hey, u hungry?	Neutral
Time for your walk, let's go.	Neutral
Let's chill for a while.	Neutral
Let's chill for a while.	Neutral
Did you sleep well?	Neutral
What's on your mind?	Neutral
Hey, u hungry?	Neutral
Need something?	Neutral
What are we doin today?	Neutral
Let's chill for a while.	Neutral
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Not feelin you right now.	Negative
You NEVER listen, ugh!	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
You're really frustratin today.	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Bad pet, why u do that?!	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
Ugh, seriously? Stop.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
I can't deal with this now.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
I’m so done with this.	Negative
You're really frustratin today.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
You NEVER listen, ugh!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
You're actin so annoying rn.	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
Ugh, seriously? Stop.	Negative
Bad pet, why u do that?!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
Not feelin you right now.	Negative
Ugh, seriously? Stop.	Negative
Why are you being like this?	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
Stop that. I mean it!	Negative
Not feelin you right now.	Negative
Stop that. I mean it!	Negative
I’m so done with this.	Negative
Bad pet, why u do that?!	Negative
Not feelin you right now.	Negative
Why are you being like this?	Negative
Stop that. I mean it!	Negative
Why are you being like this?	Negative
Bad pet, why u do that?!	Negative
Ugh, seriously? Stop.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
You're actin so annoying rn.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
Bad pet, why u do that?!	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Ugh, seriously? Stop.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
You're actin so annoying rn.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
I’m so done with this.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
You NEVER listen, ugh!	Negative
I can't deal with this now.	Negative
Not feelin you right now.	Negative
Bad pet, why u do that?!	Negative
You're really frustratin today.	Negative
Stop that. I mean it!	Negative
You NEVER listen, ugh!	Negative
You're actin so annoying rn.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
You're really frustratin today.	Negative
I’m so done with this.	Negative
Why are you being like this?	Negative
I can't deal with this now.	Negative
I’m so done with this.	Negative
I’m so done with this.	Negative
You're actin so annoying rn.	Negative
Bad pet, why u do that?!	Negative
